,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Sequel
13404,Amnesia Later,PSP,2012,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,,1
13405,World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.05,,,,,,,0
13406,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0.0,0.0,0.0,0.05,,,6.1,13.0,Behaviour Interactive,E10+,0
13407,Crazy Chicken: Atlantis Quest,DS,2007,Platform,Phenomedia,0.04,0.0,0.0,0.0,0.05,,,,,,,0
13408,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13409,Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,,,,,,,0
13410,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0.0,0.0,0.05,,,,,,,1
13411,Counter Force,Wii,2007,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,,,tbd,,Hyper-Devbox,E10+,0
13412,Centipede: Infestation,3DS,2011,Shooter,Atari,0.04,0.0,0.0,0.0,0.05,,,tbd,,WayForward,E10+,0
13413,Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,39.0,4.0,3,4.0,FUN Labs,T,0
13414,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0.0,0.0,0.05,87.0,17.0,8.1,40.0,Firaxis Games,T,0
13415,Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0.0,0.0,0.05,50.0,20.0,5.3,43.0,"Spark Unlimited, comcept",M,0
13416,Hero Bank 2,3DS,2014,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13417,Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,48.0,7.0,4.8,4.0,Epicenter Studios,T,0
13418,Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,,,,,,,0
13419,Big Air Freestyle,GC,2002,Racing,Atari,0.04,0.01,0.0,0.0,0.05,56.0,12.0,tbd,,Paradigm Entertainment,T,0
13420,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13421,The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.05,,,,,,,0
13422,Rimo-Cocoron,PS2,2001,Action,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13423,Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0.0,0.0,0.05,37.0,13.0,tbd,,Atomic Planet Entertainment,T,0
13424,Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,63.0,11.0,6.8,13.0,DC Studios,E10+,0
13425,The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,,,,,,,0
13426,12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13427,Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,32.0,13.0,0.7,6.0,SouthPeak Games,E,0
13428,Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0.0,0.0,0.0,0.05,41.0,5.0,7.2,6.0,FUN Labs,E,0
13429,Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,,1
13430,Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13431,Company of Heroes,PC,2006,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,93.0,55.0,8.8,1128.0,Relic,M,0
13432,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13433,Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,37.0,9.0,4.5,4.0,Coyote Console,E,0
13434,Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05,,,,,,,0
13435,Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13436,The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.03,0.02,0.0,0.0,0.05,,,,,,,0
13437,Just Dance 2017,PS3,2016,Misc,Ubisoft,0.01,0.03,0.0,0.01,0.05,,,tbd,,Ubisoft Paris,E10+,0
13438,Ride 2,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.05,71.0,19.0,8,12.0,Milestone S.r.l,E,1
13439,Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,47.0,32.0,4.9,8.0,CAProduction,E,0
13440,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,79.0,22.0,6.9,40.0,Ubisoft Romania,T,0
13441,Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13442,Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.03,0.02,0.0,0.0,0.05,,,,,,,0
13443,Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,0.0,0.04,0.0,0.0,0.05,,,,,,,1
13444,Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,69.0,32.0,7,4.0,Double Helix Games,T,0
13445,March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,34.0,8.0,1.7,6.0,SkyRiver Studios,E,0
13446,Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05,53.0,9.0,tbd,,Deep Silver,E,0
13447,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13448,Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,,,,,,,1
13449,Boing! Docomodake DS,DS,2007,Puzzle,Ignition Entertainment,0.04,0.0,0.0,0.0,0.05,,,,,,,0
13450,Bleach: Soul Carnival,PSP,2008,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,1
13451,Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0.0,0.0,0.05,75.0,21.0,8.4,5.0,Million,T,0
13452,Toukiden Kiwami,PSP,2014,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13453,Gummy Bears Mini Golf,DS,2010,Sports,Storm City Games,0.04,0.0,0.0,0.0,0.05,,,,,,,0
13454,Resident Evil Director's Cut,PS3,2006,Action,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13455,Color Cross,DS,2008,Misc,Rising Star Games,0.04,0.0,0.0,0.0,0.05,72.0,6.0,tbd,,Rising Star Games,E,0
13456,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05,,,tbd,,Black Lantern Studios,EC,0
13457,The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,60.0,6.0,2.7,13.0,Crave,E,0
13458,Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,38.0,19.0,6.2,6.0,Taito Corporation,E,0
13459,Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,0.03,0.02,0.0,0.0,0.05,,,,,,,0
13460,World Fantasista,PS2,2002,Sports,SquareSoft,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13461,Yager,XB,2003,Shooter,THQ,0.03,0.01,0.0,0.0,0.05,70.0,19.0,9.3,9.0,Yager,T,0
13462,River City Soccer Hooligans,DS,2010,Sports,Arc System Works,0.04,0.0,0.01,0.0,0.05,,,tbd,,Avit-Niigata,T,0
13463,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13464,Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,0.04,0.0,0.0,0.0,0.05,,,tbd,,Neko Entertainment,E,0
13465,Root Letter,PSV,2016,Adventure,PQube,0.0,0.03,0.01,0.01,0.05,78.0,6.0,7.8,6.0,Kadokawa,M,0
13466,Futurama,XB,2003,Platform,SCi,0.03,0.01,0.0,0.0,0.05,58.0,21.0,6.9,14.0,UDS,T,0
13467,Supreme Commander,PC,2007,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86.0,44.0,8.3,263.0,Gas Powered Games,E10+,0
13468,Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,62.0,5.0,5.3,4.0,Icon Games,E,0
13469,Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,74.0,41.0,7.3,261.0,"id Software, Raven Software",M,0
13470,Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.05,,,8.6,9.0,Ubisoft,E,0
13471,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13472,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13473,Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,84.0,16.0,8.4,21.0,Kuju Entertainment,E,0
13474,Activision Anthology,GBA,2003,Misc,Activision,0.03,0.01,0.0,0.0,0.05,79.0,13.0,tbd,,Aspyr,E,0
13475,Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,0.0,0.04,0.0,0.0,0.05,,,tbd,,Engine Software,E,0
13476,Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,0.03,0.02,0.0,0.0,0.05,,,,,,,1
13477,Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13478,Resident Evil 6,XOne,2016,Shooter,Capcom,0.04,0.0,0.0,0.0,0.05,63.0,12.0,6.3,34.0,Capcom,M,0
13479,Max & the Magic Marker,DS,2011,Platform,Unknown,0.0,0.04,0.0,0.0,0.05,,,,,,,0
13480,Trigger Man,XB,2004,Shooter,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,31.0,5.0,tbd,,Point of View,T,0
13481,Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58.0,30.0,6.3,30.0,Gameloft,T,0
13482,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.05,,,,,,,1
13483,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13484,Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05,35.0,11.0,2,9.0,Blitz Games,M,0
13485,Hitman (2016),PS4,2016,Action,Square Enix,0.0,0.04,0.0,0.01,0.05,,,,,,,0
13486,Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,0.02,0.02,0.0,0.01,0.05,,,tbd,,THQ,E,0
13487,Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13488,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,39.0,16.0,5.9,15.0,7 Studios,T,0
13489,Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05,,,tbd,,KUNST-STOFF,E,0
13490,Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0.0,0.0,0.04,0.0,0.05,,,,,,,0
13491,Rat Attack!,PS,1999,Puzzle,Mindscape,0.03,0.02,0.0,0.0,0.04,,,,,,,0
13492,Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.04,,,,,,,0
13493,Pony Friends,DS,2007,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.04,67.0,8.0,6.6,12.0,Tantalus Interactive,E,0
13494,Danny Phantom: Urban Jungle,DS,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,,,,,,,0
13495,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13496,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13497,Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.04,,,,,,,1
13498,The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13499,Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,67.0,17.0,tbd,,Amaze Entertainment,E,1
13500,Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,19.0,7,4.0,SNK Playmore,T,0
13501,Ford Bold Moves Street Racing,PSP,2006,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.04,52.0,19.0,tbd,,Razorworks,E,0
13502,S?bastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71.0,28.0,8.1,73.0,Milestone S.r.l,E,0
13503,The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0.0,0.0,0.0,0.04,,,tbd,,Brash Entertainment,E10+,0
13504,Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04,48.0,33.0,6.2,18.0,Killaware,T,0
13505,Rapala Trophies,PSP,2006,Sports,Activision,0.04,0.0,0.0,0.0,0.04,,,tbd,,Sand Grain Studios,E,0
13506,Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,0.0,0.0,0.04,0.0,0.04,,,,,,,1
13507,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13508,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,,,tbd,,Bandai Namco Games,E,0
13509,National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,,,,,,,0
13510,The Hustle: Detroit Streets,PS2,2006,Sports,Activision,0.02,0.02,0.0,0.01,0.04,46.0,5.0,tbd,,Blade Interactive,T,0
13511,Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13512,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,,1
13513,Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,9.0,8.3,16.0,Arc System Works,T,1
13514,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13515,Cheer We Go!,DS,2010,Misc,Natsume,0.04,0.0,0.0,0.0,0.04,,,,,,,0
13516,Monster High: New Ghoul in School,3DS,2015,Action,Little Orbit,0.0,0.04,0.0,0.0,0.04,,,tbd,,"Torus Games, Little Orbit",E,0
13517,Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,,,tbd,,Gravity-I,E,0
13518,Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0.0,0.0,0.04,,,7.5,4.0,Longtail Studios,T,0
13519,Mafia,PC,2002,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,27.0,9.1,863.0,Illusion Softworks,M,0
13520,Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7.0,3,4.0,Ubisoft Montreal,E,0
13521,World Trigger: Borderless Mission,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13522,Assault Rigs,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04,,,,,,,0
13523,Yes! PreCure 5,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13524,Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,64.0,24.0,8.3,27.0,Bohemia Interactive,T,0
13525,Candace Kane's Candy Factory,DS,2008,Action,Destineer,0.04,0.0,0.0,0.0,0.04,,,tbd,,F84 Games,E,0
13526,Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,35.0,8.0,4.8,13.0,7 Studios,E10+,0
13527,Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0.0,0.0,0.0,0.04,,,tbd,,MumboJumbo,E,0
13528,Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0.0,0.0,0.04,80.0,34.0,6.8,26.0,Sumo Digital,E,0
13529,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04,,,,,,,0
13530,Front Mission,DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,72.0,19.0,8.9,9.0,Square Enix,E10+,0
13531,Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.04,,,tbd,,SouthPeak Games,E,0
13532,World Championship Spelling,DS,2010,Misc,505 Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,505 Games,E,0
13533,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13534,Tropico 3,PC,2009,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04,79.0,48.0,8.1,184.0,Haemimont,T,0
13535,Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,78.0,20.0,8.5,11.0,KCEJ,T,0
13536,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15.0,8.6,1620.0,DONTNOD Entertainment,M,0
13537,Angelique Duet,PS,1998,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,,1
13538,Nobunaga's Ambition (3DS),3DS,2013,Simulation,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13539,Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.04,,,,,,,0
13540,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13541,Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,0.04,0.0,0.0,0.0,0.04,,,tbd,,RED Entertainment,E,0
13542,Crushed Baseball,GBA,2004,Sports,Summitsoft,0.03,0.01,0.0,0.0,0.04,,,tbd,,Griptonite Games,E,0
13543,Dark Arena,GBA,2002,Shooter,THQ,0.03,0.01,0.0,0.0,0.04,65.0,17.0,tbd,,Graphic State,T,0
13544,Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,1
13545,Heatseeker,PSP,2007,Action,Codemasters,0.04,0.0,0.0,0.0,0.04,49.0,7.0,tbd,,IR Gurus,T,0
13546,Family Fortunes,DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04,,,,,,,0
13547,TOCA Race Driver 2,XB,2004,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,,,8.3,6.0,Codemasters,T,0
13548,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0.0,0.04,0.0,0.0,0.04,,,,,,,0
13549,Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0.0,0.0,0.0,0.04,58.0,5.0,tbd,,Art,E,0
13550,Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,66.0,39.0,7,31.0,Rebellion,T,0
13551,I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13552,Growlanser,PSP,2009,Role-Playing,Atlus,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13553,Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13554,Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,,,,,,,0
13555,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,0.0,0.0,0.04,0.0,0.04,,,,,,,1
13556,Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04,,,,,,,0
13557,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13558,The King of Fighters 2000,PS2,2002,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13559,Hyperdimension Neptunia mk2,PSV,2014,Action,Compile Heart,0.0,0.0,0.04,0.0,0.04,,,,,,,1
13560,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,12.0,4.3,286.0,Konami,E,0
13561,The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69.0,23.0,7.7,21.0,Success,E10+,0
13562,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0.0,0.0,0.04,55.0,14.0,6,38.0,PlatinumGames,T,0
13563,Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13564,D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13565,RollerCoaster Tycoon,PC,,Strategy,Microprose,0.02,0.02,0.0,0.01,0.04,,,,,Chris Sawyer,E,0
13566,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,79.0,15.0,8.2,40.0,Pendulo Studios,T,0
13567,Disney's Meet the Robinsons,GC,2007,Action,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04,68.0,5.0,tbd,,Avalanche Software,E10+,0
13568,Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13569,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13570,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13571,Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0.0,0.04,0.0,0.0,0.04,,,,,,,0
13572,Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13573,FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,38.0,7.3,8.0,Bugbear,T,1
13574,Gem Smashers,3DS,2011,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.04,,,tbd,,Frame Studios Interactive,E,0
13575,Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,71.0,37.0,8.2,9.0,Rebellion,T,0
13576,Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0.0,0.0,0.0,0.04,37.0,4.0,7.8,5.0,Humongous Entertainment,E,0
13577,Spy Fiction,PS2,2003,Action,Sega,0.02,0.02,0.0,0.01,0.04,61.0,33.0,tbd,,Access Games,M,0
13578,Justice League: Chronicles,GBA,2003,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04,43.0,7.0,tbd,,Full-Fat,E,0
13579,Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,70.0,23.0,7.3,125.0,Ubisoft Romania,T,0
13580,Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,8.0,5.8,78.0,CI Games,M,0
13581,Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,,1
13582,Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,0.03,0.01,0.0,0.0,0.04,,,,,,,1
13583,Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,Beyond Reality,E,0
13584,Top Gun,DS,2006,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,48.0,8.0,tbd,,InterActive Vision Games,E10+,0
13585,M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,,,,,,,0
13586,B's-LOG Party??PSP,2010,Adventure,Idea Factory,0,0.0,0.04,0.0,0.04,,,,,,,,0
13587,King Arthur,GC,2004,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,60.0,14.0,tbd,,Krome Studios,T,0
13588,Chicken Shoot,GBA,2005,Action,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,,,,,,,0
13589,Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,18.0,8.5,86.0,WayForward,E10+,0
13590,Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13591,Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,74.0,11.0,8.8,6.0,SystemSoft,E,0
13592,White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0.0,0.0,0.04,0.0,0.04,,,,,,,0
13593,Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,,,,,,,0
13594,Avatar: The Game,PC,2009,Action,Ubisoft,0.0,0.04,0.0,0.01,0.04,,,,,,,0
